authorId,organization,type
2657503,CNL,Company
1698112,CNL,Company
1684176,UB,University
34369651,CNL,Company
1715972,CNL,Company
1736564,CNL,Company
1826157,UPC,University
1753945,CNL,Company
37891170,CNL,Company
21119369,UB,University
145269840,UB,University
144724030,UPC,University
1764881,UB,University
145946093,UPC,University
8143272,CNL,Company
29256388,CNL,Company
40813149,UPC,University
2375344,UB,University
83496542,UPC,University
103691160,UPC,University
144023570,CNL,Company
49081145,CNL,Company
3108574,UPC,University
3329699,CNL,Company
1799262,CNL,Company
145095209,UB,University
1725829,CNL,Company
40916689,UPC,University
2401567,UPC,University
144542733,UPC,University
3283335,CNL,Company
2341762,UPC,University
3239431,UB,University
1937523,UB,University
3222261,UPC,University
39332153,CNL,Company
152996448,UB,University
46665969,UPC,University
97643200,UPC,University
40460838,UPC,University
1794951,CNL,Company
2675327,CNL,Company
32216937,UB,University
101207952,CNL,Company
1707722,UPC,University
3049003,UPC,University
70906769,CNL,Company
46490985,UB,University
1777052,UPC,University
71756156,CNL,Company
2340856,UPC,University
3044713,CNL,Company
145869401,UPC,University
3250881,UB,University
2026203,UPC,University
2002824,UPC,University
32908181,UPC,University
2350154,CNL,Company
3088505,UB,University
2008817731,CNL,Company
145188761,UB,University
21481675,UB,University
66525886,CNL,Company
1771886,UB,University
2742401,UB,University
3210379,UPC,University
2042777,UB,University
1795216,UB,University
122381839,CNL,Company
32642826,UPC,University
31369631,UPC,University
2705537,CNL,Company
3287111,UB,University
2082292,UB,University
3210443,UPC,University
38512689,UPC,University
2402945,CNL,Company
40295685,UPC,University
88567095,UPC,University
47626464,UB,University
1704379,UPC,University
1987900,UB,University
1743881,CNL,Company
40864811,UB,University
8682068,UPC,University
1755592,UB,University
143667153,UB,University
40864925,CNL,Company
40429172,UB,University
2874062,UPC,University
47905138,UPC,University
47943048,UPC,University
36472974,UPC,University
2673601,UB,University
1731412,CNL,Company
35021250,UB,University
1691378,UPC,University
152955352,UPC,University
119177047,UB,University
1744065,UPC,University
144405850,UPC,University
1700006,CNL,Company
143991011,UB,University
2829424,UPC,University
1722423,UPC,University
1704853,CNL,Company
1739966,UB,University
1876664,UPC,University
1764248,CNL,Company
144491891,UB,University
2027527,UB,University
2182186,CNL,Company
1789793,CNL,Company
2511907,CNL,Company
2203901,UB,University
1702550,CNL,Company
3279660,UPC,University
3014462,UPC,University
1979989,UPC,University
8481239,CNL,Company
48473647,UPC,University
1680830,UB,University
1813306,CNL,Company
2705909,UPC,University
2371705,UB,University
1851573,UPC,University
2237996,UPC,University
1855117,UB,University
1750524,UPC,University
1398525995,UB,University
9138979,UPC,University
12279299,UPC,University
1678221,UB,University
39662201,CNL,Company
36824203,UB,University
1865349,CNL,Company
1762920,CNL,Company
144348501,UB,University
1695885,CNL,Company
1991550,UB,University
144611942,CNL,Company
144611940,UPC,University
48991386,CNL,Company
1694512,UB,University
1746638,UB,University
40062194,UPC,University
1801923,UB,University
50335806,CNL,Company
52091152,UPC,University
69047013,CNL,Company
145761184,UB,University
143902625,UB,University
90848074,UB,University
144926168,UPC,University
144777902,CNL,Company
1398195684,UPC,University
1743503,CNL,Company
1954123,CNL,Company
144540997,CNL,Company
1729107,CNL,Company
48169566,UPC,University
1856374,UB,University
1686139,CNL,Company
1790604,UPC,University
46951087,UB,University
145136558,UB,University
1723364,CNL,Company
145330979,UPC,University
3060519,CNL,Company
2210090,UB,University
2878678,UB,University
10351110,UB,University
47216236,CNL,Company
2567561,UB,University
9075206,CNL,Company
1795885,UB,University
2260754,CNL,Company
2123294,UPC,University
1747352,CNL,Company
2482934,UB,University
2391490,UB,University
35136689,CNL,Company
1888037,CNL,Company
2395322,UB,University
7337091,UB,University
145390591,CNL,Company
145336209,UPC,University
145330388,CNL,Company
145738847,CNL,Company
145505679,UPC,University
144834636,UB,University
2898845,UPC,University
9550912,CNL,Company
14985852,UB,University
49270211,UPC,University
49660001,UPC,University
143725380,UB,University
1703347,UB,University
2723565,CNL,Company
3272098,CNL,Company
37555041,UPC,University
2380231,CNL,Company
143885332,CNL,Company
1692428,UPC,University
103649066,UPC,University
38773490,UPC,University
1749641,UB,University
40070218,UPC,University
1696849,CNL,Company
152665455,UPC,University
2818129,UB,University
1690420,CNL,Company
49567636,UB,University
1878762,CNL,Company
1809410,CNL,Company
103427199,CNL,Company
1743906,UPC,University
3160732,CNL,Company
2795229,UPC,University
1720266,UB,University
1802824,UPC,University
32064267,UB,University
40108647,UB,University
1737718,CNL,Company
21656672,UB,University
22627124,UB,University
74033933,UPC,University
145925450,CNL,Company
1779139,UPC,University
1718313,CNL,Company
1745585,CNL,Company
1403908141,UB,University
24457868,UB,University
1723213,CNL,Company
2913809,UB,University
2783094,CNL,Company
46637846,UB,University
3030119,UPC,University
1800105,CNL,Company
153645752,UPC,University
152862400,UB,University
144549596,CNL,Company
39833978,UB,University
145314407,UPC,University
145504425,CNL,Company
143846212,CNL,Company
1394029917,UB,University
150137573,CNL,Company
1394450261,UB,University
102807230,CNL,Company
2129575,UB,University
46261849,CNL,Company
3444054,UPC,University
29506293,UB,University
145770794,UB,University
35244049,UB,University
143705055,CNL,Company
48460781,UB,University
2233411,UPC,University
1785673,UPC,University
144887655,UB,University
69030113,UPC,University
2624121,UB,University
1695878,CNL,Company
143812505,UB,University
1746043,CNL,Company
1732277,CNL,Company
8236245,UB,University
1400831896,CNL,Company
46220987,CNL,Company
1767617,UPC,University
144252485,UB,University
1746961,UPC,University
1913374,CNL,Company
34837714,UPC,University
143948910,CNL,Company
1806014,UPC,University
8467674,CNL,Company
2308989,CNL,Company
1727275,UB,University
7297702,UB,University
143758120,CNL,Company
49380397,UPC,University
34570211,UPC,University
1744617,UB,University
3004327,UPC,University
40049797,CNL,Company
3416215,UPC,University
40504832,UPC,University
2948529,CNL,Company
1403980034,UB,University
47276299,CNL,Company
35019955,CNL,Company
40504065,CNL,Company
1714259,UPC,University
32228637,CNL,Company
1744383,CNL,Company
38259091,UPC,University
2554494,CNL,Company
1701212,CNL,Company
48192102,UB,University
1730124,UB,University
2008203,UPC,University
143761034,UPC,University
1469101529,UPC,University
120003742,UB,University
82284200,UB,University
11131493,UPC,University
29353306,UB,University
47309033,CNL,Company
2486512,UB,University
1774210,UPC,University
8939217,UPC,University
2043439,UPC,University
34752743,UB,University
1403863561,UPC,University
1777373,UPC,University
47128514,UB,University
1725110,CNL,Company
38337485,CNL,Company
3080282,UB,University
145704836,UB,University
46659203,UB,University
47294781,UPC,University
120731519,UPC,University
50998212,UPC,University
144692078,UPC,University
35267242,UPC,University
33681628,CNL,Company
2663652,UB,University
50517462,CNL,Company
49448839,UB,University
100639210,UPC,University
49581424,UPC,University
2160629,UB,University
1562173511,UB,University
7761504,CNL,Company
113670068,UPC,University
1761585,CNL,Company
39862527,UB,University
143846213,CNL,Company
38303344,UPC,University
1740142,UPC,University
46592595,UPC,University
1989618,UPC,University
2266857,UPC,University
1945185,UPC,University
145942410,UB,University
3304845,UPC,University
145348862,UB,University
2821881,CNL,Company
34454712,CNL,Company
31316657,CNL,Company
30877725,UB,University
116606203,UPC,University
145366935,CNL,Company
5619883,CNL,Company
3172892,CNL,Company
49248591,CNL,Company
1904943,CNL,Company
3211134,CNL,Company
38294270,CNL,Company
1762814,UPC,University
1696394,UPC,University
3452074,CNL,Company
2497358,CNL,Company
3347883,UPC,University
49341812,UPC,University
1430758306,UB,University
20866813,UPC,University
3039851,UB,University
1739265,UB,University
24701726,CNL,Company
144954740,CNL,Company
145968516,UB,University
1752142,UPC,University
144974056,UB,University
40410728,UB,University
89164031,UB,University
1737202,UPC,University
148245438,UPC,University
10734708,UPC,University
147170206,UPC,University
1792898,UB,University
9004047,UPC,University
3032116,UPC,University
1790411,UPC,University
3120609,UPC,University
2767468,CNL,Company
2747512,UPC,University
145659950,CNL,Company
2605652,UPC,University
12635803,CNL,Company
1691614,UB,University
144169728,UB,University
145114269,UB,University
1783829,UPC,University
145124946,UB,University
145296739,UB,University
1764625,CNL,Company
1724446,UPC,University
143665785,UB,University
83341423,CNL,Company
2465103,UPC,University
1724392,UB,University
2262024,CNL,Company
47740116,UPC,University
29835605,UPC,University
2406516,UB,University
39783105,UPC,University
4404138,UB,University
3184642,UB,University
69333407,UPC,University
1410480272,UPC,University
1770491,UB,University
2455724,UB,University
34643158,UPC,University
7596874,UPC,University
73291079,UB,University
101777496,UPC,University
1760227,CNL,Company
2046888428,UB,University
2228665,CNL,Company
3321203,UPC,University
144385184,UB,University
2526086,CNL,Company
2154168,UPC,University
2166586,CNL,Company
2891427,UB,University
2174379,UPC,University
1738018,CNL,Company
1761959,UB,University
143610984,UB,University
1913175,UPC,University
1705000,CNL,Company
1699912,UPC,University
1951369,UB,University
2686365,UPC,University
4671421,UPC,University
71862178,CNL,Company
1752936,UB,University
1683822,CNL,Company
1740475,UB,University
1699112,CNL,Company
145597800,UPC,University
143888817,CNL,Company
1741232,UPC,University
1706323,CNL,Company
24386742,UPC,University
2661076,UPC,University
34451398,UB,University
1882045,UPC,University
152767802,UPC,University
2617694,CNL,Company
33300492,UPC,University
2474384,UB,University
2063677,CNL,Company
30927694,UPC,University
145581280,CNL,Company
2060477,UPC,University
1403388093,CNL,Company
145680995,UB,University
144982342,CNL,Company
41221198,CNL,Company
1391679226,CNL,Company
3200961,CNL,Company
2677924,UB,University
1403955458,CNL,Company
1723400,CNL,Company
50490517,UB,University
2548030,CNL,Company
1397301561,CNL,Company
35474289,UPC,University
2542007,UB,University
40580996,UPC,University
144165483,CNL,Company
40342337,CNL,Company
2190051,CNL,Company
2745853,UPC,University
2447298,CNL,Company
119887401,UPC,University
2981308,CNL,Company
40531164,UPC,University
1699201,CNL,Company
145663066,CNL,Company
30056731,CNL,Company
24975971,CNL,Company
2098040,UB,University
1871661,UB,University
1959760,UB,University
70280808,CNL,Company
3043374,UB,University
117819370,UB,University
2130739,UPC,University
2454040,UB,University
1915730,UB,University
49253975,UB,University
3408880,UB,University
1688438,CNL,Company
1761610,CNL,Company
48556072,UB,University
2636908,UB,University
2562746,UB,University
1733025,CNL,Company
143705080,CNL,Company
145588572,UB,University
3217176,UPC,University
145717790,CNL,Company
144403112,CNL,Company
1871039,UPC,University
122981926,UPC,University
52305843,CNL,Company
31584812,CNL,Company
152265461,CNL,Company
2927184,UPC,University
2892774,CNL,Company
2052569,UB,University
6130099,UB,University
1880634,UPC,University
145739265,UPC,University
1746048,CNL,Company
144590225,UB,University
34590725,UB,University
153717533,CNL,Company
47494927,UB,University
1693316,UB,University
1736021,UPC,University
2283377,UB,University
2258036,UPC,University
3060194,UPC,University
3171520,UPC,University
2380832,CNL,Company
1694153,UPC,University
1780924,UPC,University
144527355,UB,University
2355872,UB,University
145072133,UPC,University
1780239,UB,University
2528344,CNL,Company
144527356,UB,University
3000424,CNL,Company
2426291,UPC,University
2922951,UB,University
2442343,CNL,Company
2889026,UPC,University
66435009,UB,University
2505331,UPC,University
70577740,UPC,University
103283573,CNL,Company
92272314,UPC,University
1792865,CNL,Company
145181752,CNL,Company
49831312,UB,University
144328760,CNL,Company
38384860,CNL,Company
71920637,UPC,University
89753030,CNL,Company
38943924,UB,University
145071104,CNL,Company
51449547,UB,University
46938785,UB,University
2512772,UPC,University
1802705,CNL,Company
2964091,UB,University
153056839,UB,University
47949260,UB,University
2854740,UPC,University
153233782,UB,University
145409858,CNL,Company
144378760,UB,University
1747560,CNL,Company
1429740496,UPC,University
5909023,CNL,Company
4520572,UPC,University
4797050,CNL,Company
1717379,CNL,Company
89194777,CNL,Company
11746997,UB,University
145634459,UB,University
1994699,CNL,Company
2606368,CNL,Company
143691844,CNL,Company
1706548,CNL,Company
144030228,UPC,University
144140297,UB,University
2982224,CNL,Company
144670255,CNL,Company
145909004,UPC,University
47418829,UB,University
40465697,CNL,Company
47190966,UB,University
152385946,UPC,University
2097705,CNL,Company
145419642,UPC,University
1776721,UB,University
1707642,UB,University
2521020,UPC,University
39508408,CNL,Company
2655157,CNL,Company
34602162,CNL,Company
1723632,UB,University
35019530,UPC,University
1707400,CNL,Company
1695194,UPC,University
2682488,UB,University
32980796,UB,University
145343838,CNL,Company
2894848,UB,University
32219137,UPC,University
2047844,UPC,University
1770537,UB,University
145909003,UPC,University
81308049,UPC,University
70000073,UB,University
66888639,UB,University
48457372,UB,University
31695262,UPC,University
1683381,UB,University
1996824,UB,University
2735961,CNL,Company
50033772,UPC,University
95337146,UPC,University
50640846,UPC,University
1787471,CNL,Company
12924596,UPC,University
1821140,UPC,University
3043218,CNL,Company
2510391,UPC,University
1402945605,UPC,University
2594102,UB,University
1712264,UB,University
33633146,UPC,University
143896158,CNL,Company
1398404885,CNL,Company
1400734138,CNL,Company
1744109,CNL,Company
1697131,UPC,University
1724391,UB,University
1400565050,UPC,University
40318035,UB,University
30544378,UB,University
1476932187,UPC,University
3306427,UPC,University
90056360,CNL,Company
145569815,UB,University
143896137,UB,University
1763477,UPC,University
1678633,UB,University
1791260,CNL,Company
1787158,UB,University
1749755,UB,University
2327216,CNL,Company
39049664,UB,University
145811715,UPC,University
35472710,UB,University
2579858,CNL,Company
3362974,CNL,Company
1695090,UPC,University
9196284,UB,University
145585942,UB,University
145002167,UB,University
153577278,CNL,Company
51253940,UB,University
7468348,UB,University
34853026,CNL,Company
1471445844,CNL,Company
52099275,UB,University
3387080,UB,University
51441258,UB,University
144280168,UB,University
144146158,UPC,University
145637801,CNL,Company
144864527,UB,University
8265671,UB,University
2521268,UB,University
145939718,UPC,University
2207877,UB,University
2653710,UB,University
3095231,UPC,University
1976004,UB,University
19261181,CNL,Company
151437906,UPC,University
46395796,UPC,University
40484113,UB,University
10023196,UPC,University
1827018,UB,University
35967446,UB,University
144981058,CNL,Company
145717891,CNL,Company
1688312,CNL,Company
48211673,CNL,Company
50353302,UB,University
1612976717,CNL,Company
50418815,UPC,University
1713968,CNL,Company
2760344,CNL,Company
145673316,UPC,University
48017279,UB,University
26352398,UB,University
1734181,UPC,University
21585888,UPC,University
22171376,UPC,University
121051773,UB,University
116174613,UPC,University
74811184,UPC,University
41134343,UPC,University
49327637,CNL,Company
145827358,UPC,University
48884894,CNL,Company
49136876,UPC,University
51306106,UPC,University
2055547,UB,University
39853709,UPC,University
145095641,UB,University
151044279,UB,University
47827112,CNL,Company
1478366822,UPC,University
1690341,CNL,Company
2079038,UB,University
48471384,UB,University
40139201,CNL,Company
144612830,UB,University
30600185,CNL,Company
6884354,UPC,University
14215167,UPC,University
84210898,UPC,University
3412554,CNL,Company
143664230,UPC,University
2021067,UPC,University
143824407,UB,University
52482099,CNL,Company
3307138,UPC,University
1681789,UB,University
145277401,UB,University
49890345,UB,University
153632104,CNL,Company
120911313,UB,University
74673779,CNL,Company
32327159,UB,University
2009077,UPC,University
33199393,UPC,University
37831794,UB,University
87240454,UPC,University
2140978,CNL,Company
32620196,UPC,University
2105622,UB,University
2324944,CNL,Company
34094814,UPC,University
2834523,UPC,University
3289574,UB,University
49033125,UPC,University
46732919,UPC,University
145544806,UPC,University
40446561,UB,University
2074183,CNL,Company
49528231,UB,University
145609342,UB,University
1710579,CNL,Company
2233973,CNL,Company
2334496,CNL,Company
2098272,UPC,University
1680325,CNL,Company
1763020,UB,University
1709518,CNL,Company
33427177,UB,University
1771654,UB,University
21244882,UB,University
152859612,UB,University
1412743392,UB,University
50060462,UB,University
2840903,CNL,Company
103008862,CNL,Company
2585707,CNL,Company
1966844,CNL,Company
1720097,UB,University
145006717,UB,University
1753555,UPC,University
2354176,CNL,Company
33831030,CNL,Company
1720945,UB,University
28347374,UPC,University
2586107,UPC,University
3134572,UB,University
2809730,UPC,University
1893193,CNL,Company
2108314,UB,University
145219494,UB,University
69999316,UB,University
11377440,UPC,University
1847708,CNL,Company
144212658,CNL,Company
2993447,CNL,Company
3020026,CNL,Company
39831775,UPC,University
47151281,CNL,Company
48329138,UB,University
145413316,UPC,University
51413446,UB,University
1866139,UB,University
49339375,UPC,University
46457827,UPC,University
144280815,UB,University
1946464,UB,University
2662977,UPC,University
1753299678,UPC,University
144894741,UB,University
144191264,UPC,University
1723743,UPC,University
1811414694,UPC,University
2836218,UB,University
3035624,CNL,Company
1717211,UB,University
2892532,UB,University
152717971,CNL,Company
1737285,UPC,University
143979910,UB,University
116372101,UB,University
144907336,CNL,Company
7747633,UPC,University
34747189,UB,University
1689424,CNL,Company
1702595,UB,University
1403390671,UPC,University
1398551754,UPC,University
1842889,CNL,Company
2878840,UB,University
40605115,UB,University
48043861,CNL,Company
48441407,UPC,University
145454518,UB,University
33396960,UB,University
39433275,UB,University
144069254,UB,University
143624277,UPC,University
144562120,CNL,Company
144402957,UPC,University
2781117,UPC,University
22553117,CNL,Company
144719934,CNL,Company
2299759,UPC,University
3307861,UB,University
1791575,UB,University
90103622,CNL,Company
30996206,UB,University
144133139,CNL,Company
145812056,CNL,Company
1863504,UPC,University
2880609,UPC,University
69879782,UB,University
36194350,CNL,Company
47731916,UB,University
69869554,UPC,University
71815113,UPC,University
1405526526,UPC,University
8908465,UB,University
1727260,UB,University
31788445,UPC,University
118696141,CNL,Company
70370255,CNL,Company
73498866,UPC,University
119460159,UB,University
1713562,UPC,University
2293379,UPC,University
81145804,UPC,University
80093052,UPC,University
2965083,CNL,Company
15826621,CNL,Company
101647875,UPC,University
1453610338,UB,University
37935948,UB,University
1404545893,UPC,University
22845413,UB,University
2047797,UB,University
143968072,UB,University
3069624,UB,University
102306921,UPC,University
70901786,UPC,University
97132748,CNL,Company
2143850,UPC,University
31840809,UB,University
1822192,UPC,University
2179643,UPC,University
144698293,UB,University
143901364,UB,University
14332689,UPC,University
144906137,UPC,University
2916109,UB,University
12196926,CNL,Company
145454863,UPC,University
1825840,UPC,University
1711778,CNL,Company
3078867,CNL,Company
1735435,UB,University
3045847,UB,University
1744336,CNL,Company
2745458,UPC,University
2454048,CNL,Company
145810487,CNL,Company
2109283,CNL,Company
1860416,UB,University
1405522315,UB,University
47175444,CNL,Company
8585352,CNL,Company
30889092,UPC,University
46219834,UB,University
145599465,CNL,Company
145061330,UPC,University
1685162,CNL,Company
1921629,UPC,University
145358573,UPC,University
1403203243,UPC,University
1684588,UB,University
143737372,UPC,University
3069485,UB,University
1711585,CNL,Company
48260655,CNL,Company
2976060,UPC,University
2831292,UPC,University
1723954,CNL,Company
3027667,CNL,Company
143990588,CNL,Company
1776002,UB,University
69045091,UPC,University
1793477,CNL,Company
1744640,UB,University
145691471,UPC,University
1401778543,CNL,Company
120438794,UPC,University
2037686,UB,University
2085451,CNL,Company
1731300,UB,University
143867370,CNL,Company
1789318,UB,University
3103309,UB,University
1836097,UPC,University
35224726,CNL,Company
46393746,CNL,Company
3237784,UB,University
121548070,CNL,Company
152158822,CNL,Company
2899801,UPC,University
2652897,UB,University
36658381,UB,University
145283941,CNL,Company
144802085,CNL,Company
2775146,UB,University
46844277,UPC,University
143916660,UPC,University
153112624,CNL,Company
2232193,CNL,Company
145862257,CNL,Company
144712068,CNL,Company
123782805,UB,University
2165973,UPC,University
37157794,UB,University
153648660,UB,University
1734674,UB,University
50734638,UPC,University
48603211,UB,University
1742957,UPC,University
71028611,UB,University
3153947,UPC,University
138826169,UPC,University
145136520,CNL,Company
145826567,UPC,University
8843671,UB,University
31217980,UPC,University
114044723,CNL,Company
3004927,CNL,Company
2737693,CNL,Company
1802933,CNL,Company
1401547634,UB,University
70252579,UPC,University
23154496,UB,University
1873170,UPC,University
40136108,CNL,Company
1747491,UPC,University
38773815,UPC,University
3161901,UPC,University
3322189,CNL,Company
1838592,UPC,University
72070656,UB,University
2770100,UB,University
52207699,UB,University
3346187,UPC,University
1737831,UPC,University
1765827,UB,University
2611279,CNL,Company
2531352,UB,University
71890171,UB,University
1388908931,UPC,University
2875305,UB,University
143613338,UPC,University
3150866,UPC,University
50640765,UPC,University
144993883,UPC,University
2846852,UB,University
2894246,UPC,University
35135430,UPC,University
47588604,UB,University
1798255,UPC,University
144643380,UPC,University
2441167,CNL,Company
2070052,UB,University
3223027,UPC,University
40638384,UPC,University
3312257,UPC,University
144641675,UB,University
49038790,CNL,Company
3075344,CNL,Company
88927622,UPC,University
2749431,UPC,University
1701597,CNL,Company
8160107,CNL,Company
1783720,CNL,Company
1390030989,UB,University
1876227,UB,University
1490938101,UPC,University
39243491,UPC,University
1701212439,CNL,Company
1388354262,UPC,University
1814528,UPC,University
103751119,UPC,University
120991144,UPC,University
15670740,UPC,University
40232210,CNL,Company
145489652,UB,University
1703048,UB,University
48624537,UB,University
1692829,CNL,Company
145133005,UB,University
1794860,UPC,University
2119507,CNL,Company
2943381,UB,University
2001796,CNL,Company
1691736,CNL,Company
1760217,UPC,University
20566438,UB,University
37887401,CNL,Company
1759943,UB,University
1397353618,UPC,University
51974806,CNL,Company
2145392,UPC,University
33802144,UB,University
1682271,UPC,University
65985193,CNL,Company
143611275,UPC,University
47092974,UB,University
1398676573,UPC,University
29987726,CNL,Company
143775646,UB,University
2454215,CNL,Company
20012411,UB,University
145983059,UPC,University
2695076,CNL,Company
50268625,UPC,University
34114751,UB,University
2604423,UB,University
102025900,UPC,University
90634675,UPC,University
1955429,UB,University
84569456,UPC,University
145622741,CNL,Company
144571199,CNL,Company
50408725,UB,University
145652757,UPC,University
67277384,UB,University
143900500,CNL,Company
2212083,CNL,Company
1882073,UPC,University
2312448,CNL,Company
2778066,CNL,Company
1681383,UB,University
1986966,CNL,Company
2106475,CNL,Company
145622166,UB,University
2403005,UPC,University
49553710,CNL,Company
66208426,CNL,Company
7798445,UB,University
93807953,UPC,University
2283112,CNL,Company
3121280,UPC,University
7621922,UB,University
37228176,UB,University
144955540,CNL,Company
1398866063,UPC,University
66675628,UB,University
145246121,UB,University
1409843581,UPC,University
1398313595,UPC,University
32276717,UB,University
143704706,CNL,Company
117640853,UB,University
51960067,UB,University
16058687,UB,University
151129951,CNL,Company
1403842511,UPC,University
1410269281,CNL,Company
2003305765,UPC,University
72107667,CNL,Company
145639497,CNL,Company
1403048052,UPC,University
8499999,UPC,University
1843051,CNL,Company
1403017328,UB,University
2178258,UPC,University
144587823,UPC,University
153061528,CNL,Company
1953993,UPC,University
3255519,UB,University
2330521,UB,University
152640282,UPC,University
144533540,CNL,Company
72164847,UB,University
72920186,UPC,University
35206396,UB,University
78699702,UPC,University
143995768,UB,University
68986332,UB,University
72732805,CNL,Company
73578203,UB,University
47671393,CNL,Company
146651330,UPC,University
145473598,UPC,University
1781927,UB,University
1745654,UPC,University
103387628,CNL,Company
147905779,UB,University
133885298,UPC,University
1706466,UB,University
32167410,UPC,University
2461301,UPC,University
1982433,UB,University
1855718,CNL,Company
1683329,UPC,University
39925347,UPC,University
32281922,UPC,University
2044704,UPC,University
2174769,CNL,Company
3171961,CNL,Company
145872825,UPC,University
145132131,CNL,Company
2621809,CNL,Company
2209142,CNL,Company
103869392,UB,University
37614442,CNL,Company
34990485,CNL,Company
1765522,UB,University
143950908,UB,University
47116603,CNL,Company
2417208,CNL,Company
144208001,UB,University
145853732,CNL,Company
3328936,UPC,University
2060703,UB,University
36151408,CNL,Company
97517622,CNL,Company
2868552,UB,University
145716181,UPC,University
70370649,UPC,University
144378706,CNL,Company
153897442,UPC,University
153020826,CNL,Company
87318349,UB,University
1707439,CNL,Company
1742582,UB,University
1721503,UB,University
40406558,UB,University
2409229,UB,University
50594282,CNL,Company
33547943,UPC,University
143755378,UB,University
143684066,UB,University
17434392,CNL,Company
46202933,UPC,University
38965650,UPC,University
102159926,CNL,Company
2018519,UPC,University
1769158,CNL,Company
39858172,UB,University
1974226,UB,University
2255154,CNL,Company
6401511,CNL,Company
3288179,UPC,University
1782967,CNL,Company
153404345,CNL,Company
2084006,UPC,University
1783217,UB,University
1811309,UB,University
103955151,UPC,University
1798367,UB,University
50045120,CNL,Company
2518433,UPC,University
1746679,UB,University
1770729,UPC,University
38590642,CNL,Company
1804564,UPC,University
2827027,UB,University
34977514,UPC,University
33277789,CNL,Company
1400071623,UPC,University
1931690,CNL,Company
2800621,UPC,University
145067122,UPC,University
1726700,UPC,University
103054024,UPC,University
40069321,CNL,Company
102687118,UB,University
144350478,UB,University
1776817,UB,University
69507966,UB,University
144867585,CNL,Company
1705102,UPC,University
1867415,UB,University
26957594,CNL,Company
2560535,CNL,Company
46276581,UPC,University
144502489,UPC,University
39750358,CNL,Company
1868219,UPC,University
1755393,UPC,University
1678603,CNL,Company
39365730,UPC,University
1934525,UB,University
1990489,UB,University
40078902,CNL,Company
34942160,UPC,University
145990243,UPC,University
27379268,CNL,Company
144406261,CNL,Company
144171208,UPC,University
38272877,UB,University
145367501,CNL,Company
145110209,CNL,Company
1805254,CNL,Company
144023658,UB,University
1689992,UPC,University
34588238,UB,University
1715020,UB,University
1870769,UPC,University
40203079,UB,University
3293270,CNL,Company
49239835,UB,University
144214878,CNL,Company
1740403,UB,University
143731275,CNL,Company
101459290,UB,University
49579443,CNL,Company
48924271,CNL,Company
1704623,UPC,University
1722860,UPC,University
144034273,UPC,University
93928545,CNL,Company
38695825,UPC,University
1712145535,UB,University
144054188,CNL,Company
3787582,CNL,Company
9265129,UPC,University
1786130,CNL,Company
3056361,UB,University
3203897,CNL,Company
49770895,CNL,Company
2419172,CNL,Company
1729434,CNL,Company
2868157,UPC,University
3243667,CNL,Company
145167648,CNL,Company
96692238,UB,University
2036103,UB,University
2663297,CNL,Company
69024566,UB,University
2255755,UB,University
2547553,UB,University
104439853,UPC,University
2933660,CNL,Company
1718671,CNL,Company
118604281,CNL,Company
3071460,CNL,Company
1862782,UB,University
144571637,UB,University
11144380,CNL,Company
121209360,CNL,Company
2642200,UB,University
30782694,UPC,University
120813011,UPC,University
9118863,UPC,University
3113323,CNL,Company
108146841,UB,University
90712794,CNL,Company
48503671,UPC,University
31567532,UB,University
51435058,CNL,Company
2761797,UB,University
21850990,UB,University
49481065,CNL,Company
2858123,UPC,University
2417770,UPC,University
145473758,UB,University
1795826,CNL,Company
144689823,CNL,Company
143731578,CNL,Company
49418990,UB,University
48708884,UB,University
50032417,CNL,Company
2141188,CNL,Company
2063180,CNL,Company
47523189,UPC,University
41174254,UB,University
31032058,UPC,University
2814481,UPC,University
46286186,UB,University
1824934,CNL,Company
69847143,UPC,University
2145910,CNL,Company
145011589,UB,University
3293086,CNL,Company
1990743,CNL,Company
145942265,CNL,Company
2606729,UPC,University
1748459,UPC,University
2622924,UPC,University
3086664,UPC,University
2964569,CNL,Company
144444625,UB,University
1709782,UPC,University
145022369,CNL,Company
2738594,UPC,University
144867773,UPC,University
2417150,UB,University
1698782,UB,University
144472242,CNL,Company
37699985,CNL,Company
48059597,UB,University
50876548,UPC,University
1794639,CNL,Company
40501890,UB,University
145684001,CNL,Company
48220612,UPC,University
2189568,UB,University
1926924,UB,University
143909094,CNL,Company
145811596,UB,University
1380253232,UPC,University
143997100,CNL,Company
40577829,CNL,Company
2088684,CNL,Company
144758053,UPC,University
143742222,UB,University
1400388056,UB,University
1731972,UPC,University
1475825297,UPC,University
143767512,UPC,University
98498225,UPC,University
16555883,CNL,Company
40398343,CNL,Company
34735134,UB,University
1775995,UPC,University
1800650,CNL,Company
2044250,UB,University
2750466,UB,University
66564485,UPC,University
2678705,UB,University
1468394998,UPC,University
1401044962,UB,University
1401044984,CNL,Company
1409506808,CNL,Company
2477698,UPC,University
3355080,UPC,University
2368825,CNL,Company
3171581,UB,University
2114334,UPC,University
47890084,UB,University
101428318,UPC,University
1975048,CNL,Company
2667972,UB,University
6225237,UB,University
2592716,UB,University
121695345,UB,University
30503441,UPC,University
2939567,CNL,Company
98280234,UPC,University
2868693,UPC,University
48857304,UPC,University
47904387,CNL,Company
31248082,UPC,University
145185375,UB,University
82904343,CNL,Company
50754085,UPC,University
2779935,CNL,Company
8964580,CNL,Company
2443835,UB,University
