article,volume,pageBegin,pageEnd
10.1057/jors.2016.46,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,219,237
10.1007/978-3-642-14455-4_31,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,230,250
10.1016/j.cor.2014.02.006,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,125,133
10.1109/MICAI.2007.38,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,233,242
10.1007/978-3-319-08846-4_16,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,120,134
10.1080/15326349.2014.927318,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,23,32
10.1093/logcom/exs022,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,234,252
10.1109/ISSRE.2002.1173279,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,193,204
10.1109/MASS.2011.137,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,204,216
10.1007/978-3-030-03418-4_24,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,162,180
10.1109/ISPA.2012.103,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,298,320
10.1007/3-540-48320-9_26,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,150,166
10.1007/BFb0015735,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,135,151
10.1007/978-3-642-01918-0_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,146,160
10.1109/ICSTW.2016.43,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,7,22
10.1109/CDC.2015.7403294,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,231,241
10.1016/j.cosrev.2008.02.001,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,114,129
10.1007/BF00291053,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,43,62
10.1007/BF00289246,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,211,223
10.1145/3162615,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,209,214
10.1016/j.ipl.2017.06.010,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,255,272
10.1109/ICDMW.2014.46,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,236,258
10.1002/NAV.20122,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,142,154
10.1109/BDCloud.2018.00085,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,131,143
10.1002/NAV.20083,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,81,94
10.4018/978-1-4666-0080-5.CH004,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,148,165
10.1007/s11416-019-00346-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,199,214
10.1007/s00446-010-0120-6,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,140,155
10.1007/978-3-540-70960-2_3,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,130,138
10.1007/s002360100070,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,214,230
10.1109/IROS.2005.1545091,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,274,292
10.1109/ICDCS47774.2020.00013,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,1,15
10.3233/978-1-61499-690-3-217,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,82,94
10.1016/S0004-3702(99)00039-9,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,125,139
10.1109/CCC.2008.35,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,132,149
10.1007/978-3-540-75336-0_20,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,239,247
10.1007/s002360100077,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,100,115
10.1007/11785477_20,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,276,290
10.5120/21847-5155,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,44,59
10.1007/978-3-030-32409-4_24,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,290,305
10.4204/EPTCS.67.9,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,137,143
10.4066/BIOMEDICALRESEARCH.29-17-700,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,120,127
10.4216/JPSSJ.45.17,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,121,138
10.1109/ICST.2010.30,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,81,93
10.1007/978-3-540-39958-2_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,196,219
10.1145/1929529.1929532,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,202,215
10.1109/SFCS.1983.12,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,26,44
10.1109/SC.2016.48,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,212,228
10.1145/1345263.1345345,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,15,29
10.1007/s11265-015-0971-y,IEEE Transactions on Pattern Analysis and Machine Intelligence-1,221,237
10.1002/rsa.20476,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,216,228
10.4236/SN.2014.31004,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,193,211
10.1016/j.tcs.2016.06.004,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,293,314
10.1007/978-3-662-46678-0_19,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,69,83
10.1145/3357384.3357882,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,213,230
10.1109/TBDATA.2017.2651898,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,153,167
10.1109/DDECS.2019.8724659,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,250,265
10.1007/s10817-013-9294-5,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,215,240
10.4213/DM1023,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,208,223
10.1007/BF01211214,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,176,193
10.4204/EPTCS.8.6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,51,70
10.1007/s00224-005-1281-8,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,134,151
10.1109/IHMSC.2009.197,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,87,90
10.1007/978-3-662-44202-9_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,248,259
10.1007/BF00261256,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,259,269
10.1098/rsta.2008.0025,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,286,298
10.1007/s002360050118,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,189,212
10.4028/www.scientific.net/AMM.568-570.802,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,140,151
10.1109/ICDE.2011.5767956,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,236,251
10.1007/s10458-013-9224-2,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,75,87
10.1145/1353343.1353363,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,292,297
10.1109/ICSTW.2019.00039,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,84,95
10.1109/ICODSE.2018.8705804,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,63,72
10.1007/PL00013305,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,156,171
10.1007/978-3-642-05445-7_23,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,14,27
10.3923/ajit.2016.1723.1730,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,284,294
10.1137/1.9781611973075.12,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,272,286
10.1007/BF00268139,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,290,311
10.1109/ICDEW.2006.102,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,132,153
10.1007/BF00289077,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,25,34
10.1007/978-3-540-24634-3_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,199,211
10.1007/978-3-642-24372-1_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,215,220
10.1145/337885.337894,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,128,145
10.1007/BF00276185,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,229,247
10.1007/3-540-48092-7_15,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,98,109
10.1109/TNET.2012.2212452,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,146,163
10.1109/PDCAT.2009.83,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,188,200
10.1145/3138224,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,8,21
10.1007/978-3-030-17465-1_13,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,19,40
10.1007/978-3-319-08867-9_14,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,251,266
10.1109/ICECCS.2015.33,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,102,108
10.1145/3159652.3160587,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,32,48
10.7494/csci.2020.21.4.3728,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,181,191
10.1109/FOCS.2014.71,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,228,245
10.1007/11663881_15,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,85,97
10.1137/140977989,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,95,117
10.1007/978-3-319-67220-5_32,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,41,66
10.1007/BF01374526,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,85,101
10.1007/978-3-540-77224-8_31,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,293,300
10.1007/978-3-319-74772-9_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,205,216
10.4230/LIPIcs.AofA.2018.9,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,202,215
10.1007/978-3-540-75549-4_16,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,254,268
10.1007/s00236-003-0107-x,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,283,294
10.1007/s00450-009-0059-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,258,264
10.1007/978-3-662-49674-9_52,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,167,178
10.1137/080744037,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,104,122
10.1007/BF02249935,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,62,72
10.1155/2015/937673,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,251,265
10.1007/3-540-45013-0_12,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,236,246
10.1007/11780274_16,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,126,140
10.4171/022-2/76,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,186,195
10.1007/11889229_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,140,153
10.1002/rsa.20753,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,49,64
10.1109/COMPSAC.2009.100,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,93,115
10.1007/978-3-642-15769-1_11,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,29,45
10.1109/INFCOM.2007.219,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,269,281
10.4233/uuid:47d557ea-9ff9-4851-883a-4ce5e943a8b7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,145,165
10.1007/978-90-481-3660-5_20,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,130,145
10.1007/s10009-004-0154-9,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,22,33
10.1016/j.tcs.2015.01.014,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,272,282
10.1016/j.artint.2011.03.002,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,286,300
10.7551/mitpress/4301.001.0001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,134,150
10.1007/978-3-642-02777-2_11,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,278,289
10.1201/9781420043839.ch6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,139,155
10.1007/BF00268137,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,145,163
10.1007/3-540-62503-8_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,141,151
10.1007/978-1-4757-3563-5_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,267,282
10.1007/BF01210596,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,266,287
10.1007/978-3-319-99927-2,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,205,228
10.1016/j.ins.2010.10.028,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,84,97
10.15803/IJNC.6.1_2,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,271,282
10.4230/OASICS.TRUSTWORTHYSW.2006.695,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,22,31
10.1007/978-3-642-29072-5_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,22,37
10.1145/997817.997836,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,258,277
10.1007/978-3-642-28729-9_22,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,60,70
10.1108/02644400310467180,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,93,98
10.1017/s0263574720000818,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,42,53
10.1002/NET.V45:4,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,295,312
10.13053/CYS-21-4-2857,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,74,78
10.1023/A:1026554217992,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,126,137
10.1109/FOCS.2008.19,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,222,239
10.1007/s10951-007-0032-x,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,24,35
10.1007/s002360050001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,242,250
10.1109/3477.662761,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,91,106
10.1587/TRANSCOM.2015EUI0001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,7,16
10.2307/j.ctt5hjr57.13,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,296,308
10.1093/comjnl/bxt005,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,265,275
10.1007/978-3-642-32096-5_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,43,61
10.1109/ICIEEM.2011.6035354,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,99,110
10.1007/BF00277387,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,215,227
10.1080/02522667.2003.10699586,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,180,206
10.13097/archive-ouverte/unige:34300,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,60,75
10.3390/info9050116,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,226,240
10.1017/S0956796814000045,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,38,46
10.1109/TMC.2015.2426715,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,198,213
10.1007/978-3-540-30550-7_11,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,279,304
10.1145/2689412,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,68,93
10.1016/j.scico.2016.03.005,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,254,271
10.1016/j.entcs.2009.06.023,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,32,56
10.1007/978-3-642-02982-0_14,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,176,201
10.1109/MTV.2004.13,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,87,100
10.1007/978-3-030-11072-7_2,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,279,295
10.1142/S0129054113400327,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,48,59
10.1007/978-3-540-89897-9_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,206,223
10.1016/bs.adcom.2017.06.002,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,57,78
10.3390/app9183801,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,108,121
10.1145/177492.177725,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,227,236
10.1561/1000000037,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,39,51
10.1201/9781420010749.pt6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,57,70
10.1007/BF01178504,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,86,106
10.1016/j.cl.2017.06.002,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,268,282
10.1016/S0167-6377(01)00079-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,277,290
10.1007/s10288-017-0356-0,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,38,49
10.1007/BF00264435,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,221,234
10.1007/s00453-001-0122-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,10,29
10.1109/NCA.2001.962541,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,114,128
10.1016/j.knosys.2006.07.001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,95,108
10.1007/978-3-642-54833-8_26,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,249,258
10.1007/BF01211249,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,264,288
10.1109/ECBS.2007.60,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,249,263
10.1007/BF00288688,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,136,148
10.1007/978-3-319-08783-2_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,93,109
10.1007/3-540-34774-7_3,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,199,212
10.1016/j.tcs.2020.06.027,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,257,265
10.1007/978-0-387-30165-5_18,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,223,241
10.1007/BF00263582,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,225,243
10.1051/ita/1997310302911,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,167,183
10.1145/3129416.3129431,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,163,175
10.6100/IR770080,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,36,53
10.1007/978-3-642-20877-5_52,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,239,246
10.5772/5319,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,169,192
10.1016/j.dam.2007.11.001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,215,221
10.1109/TC.1982.1675973,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,267,280
10.1007/978-1-349-95810-8_426,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,184,201
10.1080/17445760500033317,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,129,143
10.1017/S0956796812000111,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,129,136
10.1109/EDCC-7.2008.10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,101,124
10.1109/LICS.2017.8005144,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,41,54
10.1007/978-3-642-00590-9_23,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,9,24
10.1145/1989284.1989321,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,109,123
10.1007/978-3-662-46078-8_32,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,62,69
10.7561/SACS.2017.2.177,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,178,196
10.1109/CSIE.2009.991,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,106,120
10.1007/BF00265990,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,63,79
10.1137/17M1153182,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,98,115
10.1145/800135.804417,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,169,181
10.1007/11901914_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,270,285
10.1016/j.jlamp.2015.10.008,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,293,316
10.1109/CANDO-EPE47959.2019.9111034,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,123,133
10.1007/978-3-319-93725-0_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,290,307
10.1142/S0218195912500045,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,232,243
10.1145/2931037.2931059,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,119,131
10.6092/JOSER_2012_03_01_P2,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,238,255
10.1007/BF00286489,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,64,69
10.1007/978-3-642-04474-8_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,58,75
10.1145/1277548.1277585,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,163,182
10.1137/090767285,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,295,307
10.1007/978-3-642-16310-4_13,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,206,217
10.1016/j.tcs.2016.01.034,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,206,218
10.1109/APSEC.2009.70,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,237,253
10.1109/ConTEL.2019.8848503,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,89,99
10.1007/BF00290705,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,23,33
10.1007/978-3-540-30468-5_9,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,242,260
10.1142/S0129054112400059,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,80,91
10.1007/s10844-010-0146-z,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,151,156
10.1016/j.jlamp.2016.05.003,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,38,54
10.1134/S0361768810030023,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,36,53
10.1007/978-3-642-12029-9_17,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,232,249
10.1109/TII.2014.2321740,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,186,197
10.1017/S0963548316000018,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,246,260
10.1007/978-3-642-19718-5_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,174,200
10.1049/TRIT.2018.1008,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,112,134
10.1007/s10270-013-0389-6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,44,66
10.1016/j.tcs.2009.01.035,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,247,261
10.1016/S1571-0661(04)80349-9,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,266,269
10.1007/978-3-642-33078-0_6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,36,48
10.1145/2187671.2187678,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,206,216
10.1016/S0304-3975(00)00339-X,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,75,83
10.1145/2338626.2338630,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,156,161
10.1007/BF00268318,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,239,253
10.1007/978-3-030-21571-2_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,89,98
10.1094/PD-89-1331,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,108,120
10.1002/RSA.V32:4,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,287,302
10.1016/j.is.2020.101675,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,15,46
10.1145/2694344.2694369,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,194,205
10.29007/6NTB,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,143,161
10.1007/978-3-319-77313-1_3,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,123,131
10.1007/978-3-0348-7915-6_21,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,178,184
10.1016/J.ENTCS.2004.08.032,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,295,310
10.1007/s002360050046,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,231,248
10.1145/2513591.2513640,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,112,131
10.1007/978-3-319-98654-8_31,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,23,36
10.1007/978-3-540-25951-0_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,276,294
10.1007/BF00288653,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,76,86
10.5772/6337,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,98,106
10.1007/978-3-319-45279-1_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,258,265
10.1049/IP-CDT:20030278,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,152,162
10.3929/ETHZ-A-004751228,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,123,140
10.1007/s10703-011-0120-6,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,37,50
10.1016/S0004-3702(02)00271-0,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,45,57
10.1145/3338906.3338933,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,165,182
10.1109/IJCNN.2014.6889750,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,219,236
10.1016/S0968-090X(00)00026-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,154,165
10.1109/CCC.2009.10,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,122,138
10.1109/BICTA.2010.5645200,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,230,236
10.1016/S1388-3437(03)80214-7,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,30,46
10.1007/978-3-030-36987-3_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,263,279
10.1007/3-540-45071-8_35,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,225,231
10.1007/BF00289064,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,59,75
10.1287/trsc.2016.0719,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,124,151
10.1093/comjnl/bxt014,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,102,120
10.1007/BF00265679,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,88,110
10.1109/ICRA.2016.7487213,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,246,260
10.3233/FI-2017-1572,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,144,157
10.1061/(ASCE)SU.1943-5428.0000232,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,92,105
10.5485/TMCS.2013.0340,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,87,96
10.1007/978-3-662-46681-0_51,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,268,273
10.1007/BF00125368,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,28,44
10.1007/s002360050144,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,60,64
10.1016/j.tcs.2015.08.041,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,159,179
10.1109/TC.1980.1675628,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,152,163
10.1109/UCC48980.2020.00024,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,121,124
10.1109/CLOUD.2018.00035,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,220,230
10.1016/j.cosrev.2007.05.001,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,226,244
10.1016/j.ijar.2011.08.003,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,33,44
10.1007/BF00290145,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,194,213
10.1016/j.jpdc.2019.11.005,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,199,214
10.1016/j.jlamp.2015.11.009,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,65,69
10.1007/BF02253206,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,227,238
